"FBCP1_4.no","FBCP1_4.si","FBCP1_6.indígena?","FBCP1_6.mestizo/a?","FBCP1_7.casado","FBCP1_7.separado","FBCP1_7.soltero","FBCP1_7.unión libre","FBCH_17.no","FBCH_17.si","FSCCN_23.hombre","FSCCN_23.mujer","FBCH_1.carretera/ calle pavimentada o adoquinada","FBCH_1.empedrado","FBCH_1.lastrado/ calle de tierra","FBCH_1.sendero","FBCH_2.casa o villa","FBCH_2.departamento","FBCH_2.mediagua","FBCH_2.rancho","FBCH_3.asbesto(eternit)?","FBCH_3.hormigón/losa/cemento?","FBCH_3.teja?","FBCH_3.zinc?","FBCH_4.asbesto/cemento (fibrolit)?","FBCH_4.hormigón/bloque/ladrillo?","FBCH_4.madera?","FBCH_5.cemento/ladrillo?","FBCH_5.cerámica/baldosa/vinyl?","FBCH_5.duela/ parquet/ tabloncillo/ tablón tratado/ piso flotante ?","FBCH_5.tabla/tablón no tratado?","FBCH_6.otra fuente por tubería?","FBCH_6.pozo?","FBCH_6.red pública?","FBCH_6.río/ vertiente/ acequia?","FBCH_7.no recibe agua por tubería, sino por otros medios?","FBCH_7.por tubería dentro de la vivienda?","FBCH_7.por tubería fuera de la vivienda pero dentro del edificio, lote o terreno?","FBCH_8.excusado y alcantarillado?","FBCH_8.excusado y pozo ciego?","FBCH_8.excusado y pozo séptico?","FBCH_8.no tiene?","FBCH_10.la queman?","FBCH_10.servicio municipal ?","FBCH_11","FBCH_12","FBCH_13.la beben tal como llega al hogar?","FBCH_13.la hierven?","FBCH_14.gas?","FBCH_14.leña/carbón?","FBCH_15.no","FBCH_15.si","FBCH_16.no","FBCH_16.si","FBCH_18.cedida?","FBCH_18.en arriendo?","FBCH_18.propia y la está pagando?","FBCH_18.propia y totalmente pagada ?","FBCP1_1","FBCP1_5","FBCP1_8.Educación Básica","FBCP1_8.Educación Media/Bachillerato","FBCP1_8.Superior","FIPA_4.no","FIPA_4.si","FIPA_5.entre una hora y menos de 24 horas?","FIPA_5.inmediatamente después de nacido (después del parto)?","FIPA_5.más de un día?","FIPA_5.menos de una hora?","FIPA_6.no","FIPA_6.si","FIPA_11.no","FIPA_11.si","FIPA_12.no","FIPA_12.si","FIPA_13.no","FIPA_13.si","FIPA_14","FIPA_15.no","FIPA_15.si","FIPA_17.no","FIPA_17.si","FIPA_19.no","FIPA_19.no sabe / no responde","FIPA_19.si","FIPA_20.no","FIPA_20.si","FIPA_21","FIPA_22.no","FIPA_22.si","FIPA_24.no","FIPA_24.no sabe / no responde","FIPA_24.si","FIPA_26.no","FIPA_26.si","FIPA_28.no","FIPA_28.no sabe / no responde","FIPA_28.si","FIPA_32.no","FIPA_32.si","FIPA_33.no","FIPA_33.no sabe / no responde","FIPA_33.si","FIPA_34.no","FIPA_34.si","FIPA_35.no","FIPA_35.si","FIPA_36.no","FIPA_36.no sabe / no responde","FIPA_36.si","FBCP1_3.no quería más hijos?","FBCP1_3.quería esperar mas tiempo ?","FBCP1_3.tener ese hijo?","FSCE_2.clínica/consultorio privado","FSCE_2.establecimientos de salud del msp","FSCE_2.hospital/clínica/dispensario del iess","FSCE_3","FSCE_4","FSCE_5.no","FSCE_5.si","FSCE_6.clínica/consultorio privado","FSCE_6.en casa","FSCE_6.establecimientos de salud del msp","FSCE_6.hospital/clínica/dispensario del iess","FSCE_7.médico","FSCE_7.obstetriz","FSCE_8.césaria","FSCE_8.normal (vaginal)","FSCE_9.a tiempo","FSCE_9.prematuro","FSCE_10.no","FSCE_10.si","FSCE_11","FSCE_12","FSCE_13","FSCE_14.clínica/consultorio privado","FSCE_14.consejo provincial/unidad municipal de salud","FSCE_14.establecimientos de salud del msp","FSCN_2.gramos","FSCN_2.kilos-gramos","FSCN_2.libras-onzas","FSCN_2.no sabe","FSCN_5.igual","FSCN_5.más grande","FSCN_5.pequeño","FSCN_6.no","FSCN_6.si","FSCN_6.si le entregaron pero se perdio","FSCN_7.no","FSCN_7.si","FSCN_9.no","FSCN_9.si","FSCN_11.no","FSCN_11.si","FSCN_13.no","FSCN_13.si","FSCCN_2","FSCCN_3","FSCCN_4","FSCCN_5.¿estaba enfermo?","FSCCN_5.¿para control niño sano?","FSCCN_6.clínica/consultorio privado","FSCCN_6.establecimientos de salud del msp","FSCCN_6.hospital/clínica/dispensario del iess","FSCCN_8","FSCCN_9","FSCCN_10","FSCCN_11","FSCCN_12","FSCCN_13","FSCCN_14","FSCCN_15","FSCCN_16","FSCCN_17","FSCCN_18","FSCCN_19","FSCCN_21.0-11","FSCCN_21.12-18","FSCCN_21.19-23","FSCCN_21.24-30","FSCCN_21.31-35","FSCCN_22","FIPA_1","FIPA_2","FIPA_3","FIEI_1.no","FIEI_1.si","FIEI_4.no","FIEI_4.si","dcronica"
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,2,0,1,1,0,1,0,0,1,0,0,0,1,33,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,8,9,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0.0575351322089244,0.448963194715987,0.923906762591026,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,4,0,0,0,1,0,1,0,17,16.8210428105968,17,17,17,17,17,17,17,17,17,17,0,0,1,0,0,20,0,6,1,1,0,1,0,"0"
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,3,0,1,1,0,1,0,1,0,0,1,0,0,29,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,17,17,18,18,18,18,18,18,18,18,18,18,0,1,0,0,0,12,66,66,66,1,0,1,0,"1"
0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,5,4,0,1,1,0,1,0,1,0,0,0,0,1,43,5,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2.62954284533857,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,12,6,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0.0483886857439165,0.320078845664719,0.865583889085408,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,16.9452848775657,16.9452848775657,17.1431737661188,17.1431737661188,17.1896435459371,17.1431737661188,17.1431737661188,17.1431737661188,17.1431737661188,17.1896435459371,17.1431737661188,17.1431737661188,0,0,0,0,1,35,66,66,66,1,0,0,1,"0"
1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,31,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,32,2,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0.193269662134912,0.637197894229396,0.923568084670395,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,2,0,0,1,0,1,0,16.7620151955592,16.7620151955592,16.8168433461154,16.8168433461154,17.0011620202713,16.8168433461154,16.8168433461154,16.8168433461154,16.8168433461154,17.0011620202713,16.8168433461154,16.8168433461154,0,0,0,1,0,26,0,0,1,1,0,0,1,"0"
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,3,2,1,0,1,0,1,0,1,0,0,0,1,0,20,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,2.79112747322596,1,0,1,0,0,1,0,1,0,1.35375557283981,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,8,9,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,18,18,18,17.3664675204508,17.5000928171719,18,17.3664675204508,18,17.3664675204508,17.5000928171719,18,17.3664675204508,1,0,0,0,0,3,0,0,1,0,1,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4,2,1,0,1,0,1,0,1,0,0,0,0,1,26,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,2.56029098865683,1,0,1,0,1,0,0,1,0,1.58218629536393,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,2,4,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0.306290924004431,0.559016727202235,0.625907966134435,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,3,0,0,0,1,0,0,1,16.452166660362,16.452166660362,16.7580466522076,16.7580466522076,16.8139627240322,16.7580466522076,16.7580466522076,16.7580466522076,16.7580466522076,16.8139627240322,16.7580466522076,16.7580466522076,0,0,0,0,0,48,0,6,1,1,0,1,0,"0"
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,20,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,2,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,12,9,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,7,66,66,66,1,0,0,1,"0"
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,30,5,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1.97890456547022,0,0,1,0,0,1,0,1,0,1.23459658194252,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,12,5,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,1,0,16,16,17,17,17,17,17,17,17,17,17,17,0,0,0,0,1,31,77,77,77,1,0,1,0,"1"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,1,0,0,1,0,0,23,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,2,1,0,1,0,1,0,0,1,0,1.44606432226126,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,5,3,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,18,18,19,19,19,19,19,19,19,19,19,19,1,0,0,0,0,6,66,66,66,1,0,1,0,"0"
0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,2,1,0,1,0,1,0,1,0,0,0,0,1,25,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,1,0,0,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,10,8,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,16,16,16,16,17,16,16,16,16,17,16,16,0,0,0,1,0,29,0,0,1,1,0,1,0,"1"
1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,2,1,0,1,0,1,0,1,0,0,0,0,1,33,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,2,1,0,1,0,0,0,1,0,1,2,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,8,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.087362137678795,0.342670832357163,0.973039821639728,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,4,0,0,0,1,0,1,0,16.8895321160296,16.8895321160296,17.0393994347074,17.0393994347074,17.1080480754438,17.0393994347074,17.0393994347074,17.0393994347074,17.0393994347074,17.1080480754438,17.0393994347074,17.0393994347074,0,0,0,1,0,24,0,0,1,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,3,1,0,1,0,1,0,1,0,0,0,0,1,15,1.54359177746965,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,3.39137831103147,0,1,1,0,1,0,0,1,0,1.28484911149218,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,13,9,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,5,0,0,0,1,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,9,66,66,66,1,0,0,1,"0"
0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,1,0,0,0,1,0,31,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,3,1,0,0,1,0,0,1,0,1,2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,4,10,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,5,0,0,0,1,0,1,0,16,16,16,16.750074159727,16,16.750074159727,16,16.750074159727,16.750074159727,16,16,16.750074159727,0,0,0,0,1,35,0,0,2,1,0,1,0,"1"
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,2,1,0,1,0,1,0,1,0,0,0,0,1,27,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,4,6,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,1,0,29,66,66,66,1,0,0,1,"1"
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,1,1,0,1,0,1,0,0,1,0,0,24,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,3,1,0,1,0,0,0,1,0,1,2,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,4,9,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,10,66,66,66,1,0,1,0,"1"
0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,1,0,1,1,0,1,0,1,0,0,0,0,1,25,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,3,1,0,0,1,0,0,1,0,1,3,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,12,10,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,77,77,77,0,1,0,1,0,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,1,33,66,66,66,1,0,1,0,"0"
1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,4,3,1,0,1,0,1,0,0,1,0,0,0,1,27,1.86760204332881,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1.92628639776486,0,1,1,0,1,0,0,1,0,1.420062971895,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,12,6,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,3,1,0,0,1,0,1,0,18,18,18,18,17.4876334690768,18,18,17.4698885527946,18,18,18,18,1,0,0,0,0,4,66,66,66,1,0,1,0,"1"
1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,0,1,1,0,1,0,0,1,0,1,0,0,30,3,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,4,9,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,16.6200656620726,16.6200656620726,16.753502154599,16.753502154599,16.8254017716017,16.753502154599,16.753502154599,16.753502154599,16.753502154599,16.8254017716017,16.753502154599,16.753502154599,0,1,0,0,0,13,0,6,0,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,3,1,0,1,0,1,0,1,0,0,1,0,0,29,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,2,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,6,8,0,1,1,0,0,0,1,0,0,1,0,1,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,2,0,0,1,0,1,0,16.8114234558278,16.8114234558278,16.975088341104,16.975088341104,17.0740820086796,16.975088341104,16.975088341104,16.975088341104,16.975088341104,17.0740820086796,16.975088341104,16.975088341104,0,0,1,0,0,23,0,0,1,1,0,1,0,"0"
0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,3,1,0,1,0,1,0,1,0,0,1,0,0,30,4,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,5,8,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,2,1,0,0,1,0,1,0,16.77322746059,16.77322746059,16.8734128320007,16.8734128320007,16.9882142948713,16.8734128320007,16.8734128320007,16.8734128320007,16.8734128320007,16.9882142948713,16.8734128320007,16.8734128320007,0,1,0,0,0,17,0,0,1,1,0,1,0,"1"
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,23,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,1,0,0,1,0,0,1,0,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,8,5,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,1,31,0,0,1,1,0,1,0,"0"
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,0,1,1,0,1,0,0,1,0,1,0,0,32,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,2.77343350293335,0,1,1,0,1,0,0,1,0,1.5244655736836,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,5,7,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,6,0,0,0,1,1,0,0,19,19,19,17.6335168503032,17.6643685273917,19,19,19,17.6335168503032,17.6643685273917,19,17.6335168503032,1,0,0,0,0,3,66,66,66,1,0,1,0,"0"
1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,26,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,1,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,4,9,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0.112348171021627,0.756586748891895,0.71295962929549,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,16.8051039187518,16.8051039187518,16.9731200358182,16.9731200358182,17.1092745870716,16.9731200358182,16.9731200358182,16.9731200358182,16.9731200358182,17.1092745870716,16.9731200358182,16.9731200358182,0,0,0,1,0,26,0,0,1,1,0,1,0,"0"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,3,1,0,1,0,1,0,1,0,1,0,0,0,30,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5,16,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.000103452656440102,0.767561518419412,0.642277674754863,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,17.0358589649628,17.0358589649628,17.2210383126024,17.2210383126024,17.3305320607363,17.2210383126024,17.2210383126024,17.2210383126024,17.2210383126024,17.3305320607363,17.2210383126024,17.2210383126024,0,0,1,0,0,21,0,2,1,1,0,1,0,"1"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,0,1,1,0,0,0,11,1.51787144958277,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,2.53098439983786,1,0,1,0,0,1,0,1,0,1.43215348111711,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2,2,0,1,0,0,1,0,1,0,0,1,1,0,1,0,7.91467441739761e-06,0.46197246448625,1.16159208645114,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,5,1,0,0,1,0,1,0,18,18,18,18,18,18,18,18,18,17.5152054823416,17.3998182939619,17.3998182939619,1,0,0,0,0,7,66,66,66,1,0,1,0,"1"
0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,0,1,1,0,0,0,29,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,4,4,0,1,0,0,1,0,1,0,0,1,1,0,1,0,4.29316477067837e-06,0.672273220639378,0.858373565047865,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,2,2,0,0,1,0,1,0,16.9163079698063,16.9163079698063,17.0561864245793,17.0561864245793,17.2196827949066,17.0561864245793,17.0561864245793,17.0561864245793,17.0561864245793,17.2196827949066,17.0561864245793,17.0561864245793,0,1,0,0,0,17,0,0,1,1,0,1,0,"1"
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,0,1,0,1,0,0,13,1.4089451077907,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,4,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,3,9,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,2,0,0,1,0,1,0,16.8986117151217,16.8986117151217,17.1198704236605,17.1198704236605,17.3874717296386,17.1198704236605,17.1198704236605,17.1198704236605,17.1198704236605,17.3874717296386,17.1198704236605,17.1198704236605,0,0,0,0,1,33,0,7,0,1,0,1,0,"0"
