"FBCP1_4.no","FBCP1_4.si","FBCP1_6.indígena?","FBCP1_6.mestizo/a?","FBCP1_7.casado","FBCP1_7.separado","FBCP1_7.soltero","FBCP1_7.unión libre","FBCH_17.no","FBCH_17.si","FSCCN_23.hombre","FSCCN_23.mujer","FBCH_1.carretera/ calle pavimentada o adoquinada","FBCH_1.empedrado","FBCH_1.lastrado/ calle de tierra","FBCH_1.sendero","FBCH_2.casa o villa","FBCH_2.departamento","FBCH_2.mediagua","FBCH_2.rancho","FBCH_3.asbesto(eternit)?","FBCH_3.hormigón/losa/cemento?","FBCH_3.teja?","FBCH_3.zinc?","FBCH_4.asbesto/cemento (fibrolit)?","FBCH_4.hormigón/bloque/ladrillo?","FBCH_4.madera?","FBCH_5.cemento/ladrillo?","FBCH_5.cerámica/baldosa/vinyl?","FBCH_5.duela/ parquet/ tabloncillo/ tablón tratado/ piso flotante ?","FBCH_5.tabla/tablón no tratado?","FBCH_6.otra fuente por tubería?","FBCH_6.pozo?","FBCH_6.red pública?","FBCH_6.río/ vertiente/ acequia?","FBCH_7.no recibe agua por tubería, sino por otros medios?","FBCH_7.por tubería dentro de la vivienda?","FBCH_7.por tubería fuera de la vivienda pero dentro del edificio, lote o terreno?","FBCH_8.excusado y alcantarillado?","FBCH_8.excusado y pozo ciego?","FBCH_8.excusado y pozo séptico?","FBCH_8.no tiene?","FBCH_10.la queman?","FBCH_10.servicio municipal ?","FBCH_11","FBCH_12","FBCH_13.la beben tal como llega al hogar?","FBCH_13.la hierven?","FBCH_14.gas?","FBCH_14.leña/carbón?","FBCH_15.no","FBCH_15.si","FBCH_16.no","FBCH_16.si","FBCH_18.cedida?","FBCH_18.en arriendo?","FBCH_18.propia y la está pagando?","FBCH_18.propia y totalmente pagada ?","FBCP1_1","FBCP1_5","FBCP1_8.Educación Básica","FBCP1_8.Educación Media/Bachillerato","FBCP1_8.Superior","FIPA_4.no","FIPA_4.si","FIPA_5.entre una hora y menos de 24 horas?","FIPA_5.inmediatamente después de nacido (después del parto)?","FIPA_5.más de un día?","FIPA_5.menos de una hora?","FIPA_6.no","FIPA_6.si","FIPA_11.no","FIPA_11.si","FIPA_12.no","FIPA_12.si","FIPA_13.no","FIPA_13.si","FIPA_14","FIPA_15.no","FIPA_15.si","FIPA_17.no","FIPA_17.si","FIPA_19.no","FIPA_19.no sabe / no responde","FIPA_19.si","FIPA_20.no","FIPA_20.si","FIPA_21","FIPA_22.no","FIPA_22.si","FIPA_24.no","FIPA_24.no sabe / no responde","FIPA_24.si","FIPA_26.no","FIPA_26.si","FIPA_28.no","FIPA_28.no sabe / no responde","FIPA_28.si","FIPA_32.no","FIPA_32.si","FIPA_33.no","FIPA_33.no sabe / no responde","FIPA_33.si","FIPA_34.no","FIPA_34.si","FIPA_35.no","FIPA_35.si","FIPA_36.no","FIPA_36.no sabe / no responde","FIPA_36.si","FBCP1_3.no quería más hijos?","FBCP1_3.quería esperar mas tiempo ?","FBCP1_3.tener ese hijo?","FSCE_2.clínica/consultorio privado","FSCE_2.establecimientos de salud del msp","FSCE_2.hospital/clínica/dispensario del iess","FSCE_3","FSCE_4","FSCE_5.no","FSCE_5.si","FSCE_6.clínica/consultorio privado","FSCE_6.en casa","FSCE_6.establecimientos de salud del msp","FSCE_6.hospital/clínica/dispensario del iess","FSCE_7.médico","FSCE_7.obstetriz","FSCE_8.césaria","FSCE_8.normal (vaginal)","FSCE_9.a tiempo","FSCE_9.prematuro","FSCE_10.no","FSCE_10.si","FSCE_11","FSCE_12","FSCE_13","FSCE_14.clínica/consultorio privado","FSCE_14.consejo provincial/unidad municipal de salud","FSCE_14.establecimientos de salud del msp","FSCN_2.gramos","FSCN_2.kilos-gramos","FSCN_2.libras-onzas","FSCN_2.no sabe","FSCN_5.igual","FSCN_5.más grande","FSCN_5.pequeño","FSCN_6.no","FSCN_6.si","FSCN_6.si le entregaron pero se perdio","FSCN_7.no","FSCN_7.si","FSCN_9.no","FSCN_9.si","FSCN_11.no","FSCN_11.si","FSCN_13.no","FSCN_13.si","FSCCN_2","FSCCN_3","FSCCN_4","FSCCN_5.¿estaba enfermo?","FSCCN_5.¿para control niño sano?","FSCCN_6.clínica/consultorio privado","FSCCN_6.establecimientos de salud del msp","FSCCN_6.hospital/clínica/dispensario del iess","FSCCN_8","FSCCN_9","FSCCN_10","FSCCN_11","FSCCN_12","FSCCN_13","FSCCN_14","FSCCN_15","FSCCN_16","FSCCN_17","FSCCN_18","FSCCN_19","FSCCN_21.0-11","FSCCN_21.12-18","FSCCN_21.19-23","FSCCN_21.24-30","FSCCN_21.31-35","FSCCN_22","FIPA_1","FIPA_2","FIPA_3","FIEI_1.no","FIEI_1.si","FIEI_4.no","FIEI_4.si","dcronica"
1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,2,1,0,1,0,1,0,1,0,0,0,0,1,19,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,16,4,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.381798665043082,0.669120399338118,0.716946300059375,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,1,0,16.4311370356255,16.5165409934514,16.6145511877856,16.6145511877856,16.8668154691262,16.6145511877856,16.6145511877856,16.6145511877856,16.6145511877856,16.8668154691262,16.6145511877856,16.6145511877856,0,0,1,0,0,23,0,0,1,1,0,0,1,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,34,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,1,0,0,0,1,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,8,8,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0.643531267300287,1.15458052416262,0.225127901164329,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,16,16,16,16.6980981789372,16.7724117904454,16,16.6980981789372,16,16.6980981789372,16.7724117904454,16,16.6980981789372,0,0,0,1,0,30,0,0,1,1,0,1,0,"0"
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,1,0,0,0,0,1,15,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,2.69398359093916,1,0,1,0,0,1,0,1,0,1.49228281460648,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,25,5,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.126019684833643,0.381937378236606,1.24750767578807,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.274881804476791,0.301082987521656,0.868433154226853,1,0,0,0,0,18,17.0754755130404,17.2329350184347,17.2329350184347,17.4902288935169,17.2329350184347,17.2329350184347,17.2329350184347,17.2329350184347,17.4902288935169,17.2329350184347,17.2329350184347,1,0,0,0,0,0,66,66,66,1,0,1,0,"0"
1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,2,1,0,1,0,1,0,1,0,0,1,0,0,16,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,2.97436930244443,1,0,1,0,1,0,0,1,0,1.83387853545745,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,12,6,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,18,18,18,18,18,18,17.8078031032341,18,18,18,18,18,1,0,0,0,0,9,66,66,66,1,0,1,0,"0"
0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,3,0,1,1,0,1,0,1,0,0,1,0,0,19,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,3.14221379948374,0,1,1,0,1,0,0,1,0,1.78027297111853,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,16,5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.180939930938521,0.357002796434732,1.41561109472858,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2,0,1,0,1,0,18,18,18,18,18,18,18,18,17.8715701704547,18,18,18,1,0,0,0,0,8,66,66,66,0,1,0,1,"0"
0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,3,0,1,1,0,1,0,1,0,1,0,0,0,14,1.37373162119099,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,2.44593562141049,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,4,8,0,1,1,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,3,0,0,0,1,0,1,0,16,16.4574869978338,16.5276777019865,16.5276777019865,16,16,16.5276777019865,16.5276777019865,16.5276777019865,16,16,16.5276777019865,0,0,0,0,1,32,0,4,2,1,0,0,1,"0"
0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,0,1,1,0,1,0,0,1,0,0,0,1,21,1.67378704021548,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,3,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,6,9,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,0,1,0,0,0,17,66,66,66,1,0,1,0,"1"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,4,2,1,0,1,0,1,0,0,1,0,0,0,0,28,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,5,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,3,9,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,17,17.4454292967125,17,17,17,17,17,17,17,17,17,17,0,0,1,0,0,22,0,11,0,1,0,0,1,"1"
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,6,4,1,0,1,0,1,0,1,0,1,0,0,0,19,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,3.50964635714268,1,0,1,0,0,0,1,0,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,9,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0.153774919897355,0.441023861174038,0.684546358850883,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,16.5841876537511,16.6441728949518,16.9421583272498,16.9421583272498,17.1310102610722,16.9421583272498,16.9421583272498,16.9421583272498,16.9421583272498,17.1310102610722,16.9421583272498,16.9421583272498,0,0,0,1,0,24,66,66,66,1,0,1,0,"0"
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,4,1,0,1,0,1,0,1,0,1,0,0,0,19,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,12,18,0,1,0,0,0,1,0,1,1,0,1,0,0,1,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,16,16,16,16.6375514347475,16.8866205878345,16,16,16,16.6375514347475,16.8866205878345,16,16.6375514347475,0,0,0,1,0,29,66,66,66,1,0,1,0,"0"
1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,3,0,0,1,0,1,0,1,0,0,0,1,0,37,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,4,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,8,6,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,16.5129199911393,16.6134045313284,16.7978605875986,16.7978605875986,16.9572253082271,16.7978605875986,16.7978605875986,16.7978605875986,16.7978605875986,16.9572253082271,16.7978605875986,16.7978605875986,0,0,0,0,1,32,0,0,2,1,0,1,0,"1"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,1,0,1,0,0,1,0,0,27,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,8,4,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,12,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,4,0,0,0,1,1,0,0,17.0739863219863,17.0739863219863,17.139792593708,17.139792593708,17.5221819069163,17.139792593708,17.139792593708,17.139792593708,17.139792593708,17.5221819069163,17.139792593708,17.139792593708,0,0,1,0,0,19,66,66,66,1,0,1,0,"1"
0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,4,4,1,0,1,0,1,0,1,0,0,0,0,1,23,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,4,10,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.200149241335364,0.641254748218762,0.69098244300881,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,2,0,0,1,0,1,0,16.6646758897403,16.725404107128,16.9821320377474,16.9821320377474,17.2585209940018,16.9821320377474,16.9821320377474,16.9821320377474,16.9821320377474,17.2585209940018,16.9821320377474,16.9821320377474,0,1,0,0,0,12,0,0,1,1,0,1,0,"0"
1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,0,1,0,1,0,1,0,0,0,1,0,20,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,8.57558785716835,6.98952910151648,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0.0550674517581804,0.444399305950636,1.01191052237973,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,16,16,17,17,17.2134857684086,17,17,17,17,17.2134857684086,17,17,0,0,0,1,0,24,77,77,77,1,0,0,1,"0"
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,4,1,0,1,0,1,0,1,0,0,0,0,1,21,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,3,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,16,8,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.0708543123446995,0.662184793201634,0.655556204803471,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,16.8964190677378,16.8964190677378,17.4440849417868,17.4440849417868,17.607795256347,17.4440849417868,17.4440849417868,17.4440849417868,17.4440849417868,17.607795256347,17.4440849417868,17.4440849417868,0,1,0,0,0,15,66,66,66,0,1,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,1,0,1,0,1,0,1,0,0,0,0,1,36,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,5,1,0,1,0,1,0,0,0,1,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,4,12,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,16.9739211881928,17.0882526057674,17.2703797751503,17.2703797751503,17.394530779001,17.2703797751503,17.2703797751503,17.2703797751503,17.2703797751503,17.394530779001,17.2703797751503,17.2703797751503,1,0,0,0,0,11,66,66,66,0,1,1,0,"1"
0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,5,3,0,1,1,0,1,0,0,1,0,0,0,1,32,2,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,2.61687787112543,1,0,0,0,0,1,0,1,0,1.13195910248912,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,13.6661787067637,6.12334887996197,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,16,16.8235046612535,17,17,17,17,17,17,17,17,17,17,0,0,0,1,0,25,0,0,1,1,0,1,0,"1"
1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,1,0,0,0,0,1,23,3,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,2.75454797269774,1,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,12,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0.0663026786018254,0.275624477353086,1.11099489119763,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,3,1,0,0,1,0,1,0,18,18,18,18,17.8727484174804,18,18,18,18,17.8727484174804,18,18,1,0,0,0,0,10,66,66,66,1,0,1,0,"0"
1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,1,0,1,0,1,0,1,0,1,0,0,0,30,3,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1.93159837746784,0,0,1,0,0,1,0,1,0,1.53902080097849,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,7,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.0814310909296534,0.150456668336561,1.23688020847794,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0.118107856564488,1.40368717978619,1,0,0,0,0,17,17,17,18,17.5470182575583,17,18,17,18,17.5470182575583,17,18,0,1,0,0,0,14,66,66,66,0,1,0,1,"0"
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,28,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,3.01564791700911,1,0,1,0,1,0,0,1,0,1.76090766987305,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,24,3,0,1,0,0,1,0,1,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,2,0,0,0,1,0,1,0,14,14,14,14,14,14,14,14,14,16,14,14,0,0,0,0,0,56,0,6,1,1,0,0,1,"1"
1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,4,1,0,1,0,1,0,0,1,0,0,0,1,20,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2,1,0,1,0,0,0,1,1,0,1.643693734562,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4,7,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0.48897771651563,0.471143288578988,0.528856711421013,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,4,0,0,0,1,0,1,0,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,49,0,2,1,0,1,0,1,"1"
1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,3,1,0,1,0,0,1,0,1,0,0,0,1,33,2,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,3.32177657234093,0,0,1,0,0,1,0,1,0,1.74437810101639,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,10,6,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,16.3957966408068,16.3957966408068,16.5756189001706,16.5756189001706,17.0795560598029,16.5756189001706,16.5756189001706,16.5756189001706,16.5756189001706,17.0795560598029,16.5756189001706,16.5756189001706,0,1,0,0,0,12,66,66,66,1,0,1,0,"0"
1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,3,1,0,0,1,1,0,1,0,0,0,0,1,20,2,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,2.39107468964778,1,0,1,0,0,1,0,1,0,1.84813439061596,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,28,2,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.115232087127452,0.232923501983652,1.66242676291536,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,1,0,1,0,18,18,18,18,17.8017263199488,18,18,18,18,17.8017263199488,18,18,1,0,0,0,0,4,66,66,66,1,0,1,0,"1"
1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,1,1,0,0,1,1,0,0,1,0,0,16,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,3,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,4,8,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0.300459803474305,0.62639153323225,0.742707204566029,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,4,0,0,0,1,0,1,0,16,16,16,16,17,16,16,16.421027062675,18,16.8389541224964,16,16,0,0,0,1,0,29,0,0,2,1,0,0,1,"0"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3,2,1,0,1,0,1,0,1,0,0,0,0,1,21,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,3.10222519760285,1,0,1,0,0,1,0,1,0,1.5745187912179,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,18,18,18,17.6165232263855,17.8793026902252,18,18,17.6165232263855,17.6165232263855,17.8793026902252,17.6165232263855,17.6165232263855,1,0,0,0,0,4,66,66,66,1,0,1,0,"0"
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3,1,0,1,1,0,1,0,1,0,0,0,0,1,26,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,9,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.319898057919837,0.541323908636746,0.695241740805012,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,2,0,0,1,0,1,0,16.4606500799865,16.5372749220237,16.5990725881305,16.5990725881305,16.9665308311697,16.5990725881305,16.5990725881305,16.5990725881305,16.5990725881305,16.9665308311697,16.5990725881305,16.5990725881305,0,0,0,1,0,24,0,0,1,0,1,1,0,"1"
